source_draw_no,target_draw_no,CandidateNumber,score,engine_score,verifier_score,engine_count,engines,signatures,verifier_info
4061,4062,3704,12.15116662352016,2.1511666235201594,10.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[1, 0, 0, 0], [3, 0, 0, 9], [2, 0, 9, 0], [3, 1, 0, 7]]|B=[4, 5, 7, 0] ## SOLVED_AFFINE|M=[[9, 0, 0, 0], [6, 0, 0, 0], [2, 8, 8, 0], [6, 1, 0, 9]]|B=[8, 7, 0, 6]","{""digit_sum"": 14, ""even"": 2, ""high"": 1, ""high_low_score"": 1.0, ""low"": 3, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4061,4062,4496,12.15116662352016,2.1511666235201594,10.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[0, 0, 0, 0], [9, 0, 0, 9], [2, 0, 3, 2], [9, 9, 8, 9]]|B=[4, 1, 0, 6] ## SOLVED_AFFINE|M=[[0, 0, 0, 0], [1, 3, 6, 9], [0, 0, 9, 0], [3, 5, 3, 7]]|B=[4, 5, 8, 4]","{""digit_sum"": 23, ""even"": 3, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 1, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4061,4062,4564,12.15116662352016,2.1511666235201594,10.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[0, 0, 0, 0], [9, 0, 0, 9], [2, 0, 3, 2], [9, 9, 8, 9]]|B=[4, 1, 0, 6] ## SOLVED_AFFINE|M=[[1, 0, 0, 0], [3, 1, 0, 0], [7, 9, 0, 9], [2, 8, 2, 9]]|B=[8, 0, 1, 2]","{""digit_sum"": 19, ""even"": 3, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 1, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4061,4062,4739,12.15116662352016,2.1511666235201594,10.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[1, 0, 0, 0], [1, 0, 0, 1], [3, 0, 9, 4], [3, 1, 3, 0]]|B=[3, 6, 9, 6] ## SOLVED_AFFINE|M=[[7, 7, 5, 1], [4, 9, 8, 1], [5, 9, 7, 1], [3, 9, 0, 0]]|B=[8, 4, 1, 8]","{""digit_sum"": 23, ""even"": 1, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 3, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4061,4062,4861,12.15116662352016,2.1511666235201594,10.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[0, 0, 0, 0], [1, 3, 6, 9], [0, 0, 9, 0], [3, 5, 3, 7]]|B=[4, 5, 8, 4] ## SOLVED_AFFINE|M=[[1, 0, 0, 0], [3, 0, 9, 9], [7, 9, 7, 9], [7, 8, 8, 9]]|B=[5, 4, 9, 2]","{""digit_sum"": 19, ""even"": 3, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 1, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4061,4062,8527,12.15116662352016,2.1511666235201594,10.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[3, 1, 0, 0], [2, 8, 1, 9], [7, 8, 0, 9], [9, 9, 1, 9]]|B=[2, 1, 1, 7] ## SOLVED_AFFINE|M=[[1, 0, 0, 0], [1, 0, 0, 1], [3, 0, 9, 4], [3, 1, 3, 0]]|B=[3, 6, 9, 6]","{""digit_sum"": 22, ""even"": 2, ""high"": 3, ""high_low_score"": 1.0, ""low"": 1, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4061,4062,9125,12.15116662352016,2.1511666235201594,10.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[9, 0, 0, 0], [6, 0, 0, 0], [2, 8, 8, 0], [6, 1, 0, 9]]|B=[8, 7, 0, 6] ## SOLVED_AFFINE|M=[[9, 0, 0, 0], [6, 0, 0, 0], [2, 8, 8, 0], [6, 1, 0, 9]]|B=[8, 7, 0, 6]","{""digit_sum"": 17, ""even"": 1, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 3, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4061,4062,9432,12.15116662352016,2.1511666235201594,10.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[0, 0, 0, 0], [3, 0, 9, 0], [4, 9, 8, 9], [9, 0, 2, 0]]|B=[9, 7, 2, 6] ## SOLVED_AFFINE|M=[[0, 0, 0, 0], [3, 0, 9, 0], [4, 9, 8, 9], [9, 0, 2, 0]]|B=[9, 7, 2, 6]","{""digit_sum"": 18, ""even"": 2, ""high"": 1, ""high_low_score"": 1.0, ""low"": 3, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4061,4062,9560,12.15116662352016,2.1511666235201594,10.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[1, 2, 4, 1], [5, 0, 2, 0], [7, 2, 3, 0], [0, 1, 1, 9]]|B=[6, 2, 6, 8] ## SOLVED_AFFINE|M=[[1, 1, 8, 0], [4, 1, 9, 0], [0, 1, 1, 1], [0, 9, 9, 0]]|B=[1, 5, 5, 4]","{""digit_sum"": 20, ""even"": 2, ""high"": 3, ""high_low_score"": 1.0, ""low"": 1, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4061,4062,4188,11.3444791397001,1.3444791397000997,10.0,2,E1_CROSS_PAIR_LINEAR|E4_MARKOV,"SOLVED_AFFINE|M=[[1, 2, 4, 1], [5, 0, 2, 0], [7, 2, 3, 0], [0, 1, 1, 9]]|B=[6, 2, 6, 8] ## MARKOV_COLD_DELTA_1","{""digit_sum"": 21, ""even"": 3, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 1, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4061,4062,7881,11.3444791397001,1.3444791397000997,10.0,2,E1_CROSS_PAIR_LINEAR|E4_MARKOV,"SOLVED_AFFINE|M=[[8, 0, 0, 9], [3, 9, 0, 8], [3, 6, 3, 9], [5, 3, 8, 8]]|B=[0, 8, 3, 3] ## MARKOV_COLD_DELTA_1","{""digit_sum"": 24, ""even"": 2, ""high"": 3, ""high_low_score"": 1.0, ""low"": 1, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4062,4063,7019,29.410636922359522,9.410636922359524,20.0,2,E1_CROSS_PAIR_LINEAR|E2_SET_PROJECTOR,"M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[1, 7, 9, 9] ## M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[5, 8, 7, 7] ## SET_PROJECTOR|M=[[1, 0, 0, 0], [0, 2, 9, 0], [0, 9, 2, 0], [0, 0, 0, 1]]|B=[0, 9, 0, 0] ## SET_MEAN_SHIFT|M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[0, 9, 0, 0]","{""digit_sum"": 17, ""even"": 1, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 3, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4062,4063,7182,24.58256986797169,6.582569867971687,18.0,1,E1_CROSS_PAIR_LINEAR,"M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[4, 6, 2, 3] ## M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[7, 9, 6, 4] ## M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[8, 4, 0, 4]","{""digit_sum"": 18, ""even"": 2, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4062,4063,2592,21.291284933985843,3.2912849339858434,18.0,2,E1_CROSS_PAIR_LINEAR|E3_POLYNOMIAL,"SOLVED_AFFINE|M=[[1, 0, 0, 0], [9, 0, 0, 0], [8, 7, 0, 0], [2, 0, 0, 0]]|B=[2, 5, 5, 2] ## SOLVED_AFFINE|M=[[8, 0, 8, 0], [1, 2, 4, 0], [3, 9, 7, 0], [4, 0, 6, 0]]|B=[2, 0, 8, 8] ## POLY_COEFFS=[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9], [0, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6], [2, 9, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6], [7, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]]","{""digit_sum"": 18, ""even"": 2, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4062,4063,5904,21.291284933985843,3.2912849339858434,18.0,2,E1_CROSS_PAIR_LINEAR|E3_POLYNOMIAL,"SOLVED_AFFINE|M=[[3, 1, 0, 0], [4, 1, 0, 0], [6, 9, 1, 0], [1, 8, 9, 0]]|B=[2, 1, 7, 6] ## SOLVED_AFFINE|M=[[9, 0, 1, 0], [9, 3, 6, 0], [3, 0, 4, 0], [1, 8, 8, 0]]|B=[1, 4, 4, 6] ## POLY_POWER_2_MEAN_SHIFT=[4, 5, 5, 5]","{""digit_sum"": 18, ""even"": 2, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4062,4063,0649,19.705318461179765,4.705318461179762,15.0,2,E1_CROSS_PAIR_LINEAR|E2_SET_PROJECTOR,"SOLVED_AFFINE|M=[[0, 0, 0, 0], [2, 1, 0, 0], [7, 9, 9, 9], [1, 0, 9, 9]]|B=[0, 8, 9, 6] ## SOLVED_AFFINE|M=[[9, 7, 9, 9], [1, 0, 9, 0], [6, 2, 1, 1], [5, 0, 0, 0]]|B=[4, 8, 2, 9] ## SET_MEAN_SHIFT|M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[0, 9, 0, 0]","{""digit_sum"": 19, ""even"": 3, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 1, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4062,4063,3469,15.608223483184481,3.6082234831844806,12.0,2,E1_CROSS_PAIR_LINEAR|E2_SET_PROJECTOR,"SOLVED_AFFINE|M=[[9, 7, 9, 9], [1, 0, 9, 0], [6, 2, 1, 1], [5, 0, 0, 0]]|B=[4, 8, 2, 9] ## SET_MEAN_SHIFT|M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[0, 9, 0, 0]","{""digit_sum"": 22, ""even"": 2, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4062,4063,4198,15.291284933985844,3.2912849339858434,12.0,1,E1_CROSS_PAIR_LINEAR,"M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[6, 8, 9, 4] ## SOLVED_AFFINE|M=[[9, 1, 0, 0], [0, 5, 3, 9], [9, 6, 3, 4], [8, 6, 4, 9]]|B=[7, 8, 9, 6]","{""digit_sum"": 22, ""even"": 2, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4062,4063,9700,15.291284933985844,3.2912849339858434,12.0,1,E1_CROSS_PAIR_LINEAR,"M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[7, 9, 6, 4] ## SOLVED_AFFINE|M=[[0, 0, 0, 0], [0, 9, 1, 0], [0, 9, 2, 1], [0, 0, 1, 0]]|B=[9, 4, 2, 1]","{""digit_sum"": 16, ""even"": 2, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4062,4063,3671,15.0222570103784,5.022257010378399,10.0,1,E2_SET_PROJECTOR,"SET_PROJECTOR|M=[[1, 0, 0, 0], [0, 2, 9, 0], [0, 9, 2, 0], [0, 0, 0, 1]]|B=[0, 9, 0, 0] ## SET_MEAN_SHIFT|M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[0, 9, 0, 0]","{""digit_sum"": 17, ""even"": 1, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 3, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4062,4063,4785,15.0222570103784,5.022257010378399,10.0,1,E2_SET_PROJECTOR,"SET_PROJECTOR|M=[[1, 0, 0, 0], [0, 2, 9, 0], [0, 9, 2, 0], [0, 0, 0, 1]]|B=[0, 9, 0, 0] ## SET_MEAN_SHIFT|M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[0, 9, 0, 0]","{""digit_sum"": 24, ""even"": 2, ""high"": 3, ""high_low_score"": 1.0, ""low"": 1, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4062,4063,9652,14.388379911981126,4.388379911981125,10.0,1,E1_CROSS_PAIR_LINEAR,"M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[1, 7, 9, 9] ## M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[5, 8, 7, 7]","{""digit_sum"": 22, ""even"": 2, ""high"": 3, ""high_low_score"": 1.0, ""low"": 1, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4062,4063,0651,14.194189955990563,2.1941899559905624,12.0,2,E1_CROSS_PAIR_LINEAR|E3_POLYNOMIAL,"SOLVED_AFFINE|M=[[9, 1, 0, 0], [0, 5, 3, 9], [9, 6, 3, 4], [8, 6, 4, 9]]|B=[7, 8, 9, 6] ## POLY_COEFFS=[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9], [0, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6], [2, 9, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6], [7, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2]]","{""digit_sum"": 12, ""even"": 2, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4062,4063,0990,14.194189955990563,2.1941899559905624,12.0,2,E1_CROSS_PAIR_LINEAR|E3_POLYNOMIAL,"SOLVED_AFFINE|M=[[8, 1, 0, 3], [6, 6, 1, 9], [7, 4, 2, 9], [6, 4, 3, 4]]|B=[9, 1, 1, 1] ## POLY_POWER_2_MEAN_SHIFT=[4, 5, 5, 5]","{""digit_sum"": 18, ""even"": 2, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4062,4063,0499,14.194189955990563,2.1941899559905624,12.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[9, 7, 9, 9], [1, 0, 9, 0], [6, 2, 1, 1], [5, 0, 0, 0]]|B=[4, 8, 2, 9] ## SOLVED_AFFINE|M=[[9, 7, 9, 9], [1, 0, 9, 0], [6, 2, 1, 1], [5, 0, 0, 0]]|B=[4, 8, 2, 9]","{""digit_sum"": 22, ""even"": 2, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4062,4063,2671,14.194189955990563,2.1941899559905624,12.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[0, 0, 0, 0], [9, 2, 9, 0], [8, 4, 9, 1], [9, 2, 9, 1]]|B=[2, 2, 9, 8] ## SOLVED_AFFINE|M=[[9, 1, 0, 0], [0, 5, 3, 9], [9, 6, 3, 4], [8, 6, 4, 9]]|B=[7, 8, 9, 6]","{""digit_sum"": 16, ""even"": 2, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4062,4063,5942,14.194189955990563,2.1941899559905624,12.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[9, 0, 0, 1], [1, 7, 8, 1], [6, 6, 3, 7], [7, 8, 0, 1]]|B=[1, 4, 4, 4] ## SOLVED_AFFINE|M=[[1, 0, 0, 0], [4, 2, 8, 0], [0, 2, 0, 1], [1, 8, 1, 9]]|B=[3, 5, 8, 2]","{""digit_sum"": 20, ""even"": 2, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4062,4063,0596,13.608223483184481,3.6082234831844806,10.0,2,E1_CROSS_PAIR_LINEAR|E2_SET_PROJECTOR,"SOLVED_AFFINE|M=[[9, 1, 2, 0], [9, 0, 4, 6], [3, 1, 7, 2], [4, 6, 5, 1]]|B=[6, 4, 3, 0] ## SET_MEAN_SHIFT|M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[0, 9, 0, 0]","{""digit_sum"": 20, ""even"": 2, ""high"": 3, ""high_low_score"": 1.0, ""low"": 1, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4062,4063,7051,13.608223483184481,3.6082234831844806,10.0,2,E1_CROSS_PAIR_LINEAR|E2_SET_PROJECTOR,"SOLVED_AFFINE|M=[[2, 0, 0, 0], [3, 0, 0, 0], [3, 1, 8, 0], [5, 1, 1, 0]]|B=[7, 0, 7, 7] ## SET_MEAN_SHIFT|M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[0, 9, 0, 0]","{""digit_sum"": 13, ""even"": 1, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 3, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4062,4063,8614,13.608223483184481,3.6082234831844806,10.0,2,E2_SET_PROJECTOR|E3_POLYNOMIAL,"SET_PROJECTOR|M=[[1, 0, 0, 0], [0, 2, 9, 0], [0, 9, 2, 0], [0, 0, 0, 1]]|B=[0, 9, 0, 0] ## POLY_POWER_2_MEAN_SHIFT=[4, 5, 5, 5]","{""digit_sum"": 19, ""even"": 3, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 1, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4062,4063,7647,13.291284933985844,3.2912849339858434,10.0,1,E1_CROSS_PAIR_LINEAR,"M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[6, 8, 9, 4] ## SOLVED_AFFINE|M=[[0, 0, 0, 0], [2, 0, 1, 1], [4, 0, 2, 8], [8, 0, 8, 2]]|B=[7, 6, 8, 9]","{""digit_sum"": 24, ""even"": 2, ""high"": 3, ""high_low_score"": 1.0, ""low"": 1, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4062,4063,9142,13.291284933985844,3.2912849339858434,10.0,1,E1_CROSS_PAIR_LINEAR,"M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[8, 4, 0, 4] ## SOLVED_AFFINE|M=[[1, 1, 0, 0], [3, 7, 4, 7], [2, 7, 3, 6], [7, 9, 2, 0]]|B=[9, 1, 6, 8]","{""digit_sum"": 16, ""even"": 2, ""high"": 1, ""high_low_score"": 1.0, ""low"": 3, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4062,4063,0399,12.194189955990563,2.1941899559905624,10.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[0, 0, 0, 0], [2, 1, 0, 0], [7, 9, 9, 9], [1, 0, 9, 9]]|B=[0, 8, 9, 6] ## SOLVED_AFFINE|M=[[1, 0, 0, 0], [4, 2, 8, 0], [0, 2, 0, 1], [1, 8, 1, 9]]|B=[3, 5, 8, 2]","{""digit_sum"": 21, ""even"": 1, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 3, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4062,4063,0435,12.194189955990563,2.1941899559905624,10.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[9, 0, 1, 0], [9, 3, 6, 0], [3, 0, 4, 0], [1, 8, 8, 0]]|B=[1, 4, 4, 6] ## SOLVED_AFFINE|M=[[9, 7, 4, 2], [4, 9, 7, 1], [0, 2, 8, 8], [8, 0, 1, 1]]|B=[6, 5, 3, 0]","{""digit_sum"": 12, ""even"": 2, ""high"": 1, ""high_low_score"": 1.0, ""low"": 3, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4062,4063,7269,12.194189955990563,2.1941899559905624,10.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[5, 6, 1, 6], [1, 1, 7, 9], [2, 0, 6, 0], [9, 2, 1, 6]]|B=[1, 9, 0, 9] ## SOLVED_AFFINE|M=[[9, 7, 9, 9], [1, 0, 9, 0], [6, 2, 1, 1], [5, 0, 0, 0]]|B=[4, 8, 2, 9]","{""digit_sum"": 24, ""even"": 2, ""high"": 3, ""high_low_score"": 1.0, ""low"": 1, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4062,4063,9125,12.194189955990563,2.1941899559905624,10.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[0, 0, 0, 0], [0, 9, 1, 0], [0, 9, 2, 1], [0, 0, 1, 0]]|B=[9, 4, 2, 1] ## SOLVED_AFFINE|M=[[0, 0, 0, 0], [0, 9, 1, 0], [0, 9, 2, 1], [0, 0, 1, 0]]|B=[9, 4, 2, 1]","{""digit_sum"": 17, ""even"": 1, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 3, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4063,4064,0591,19.47614751022075,4.4761475102207475,15.0,2,E1_CROSS_PAIR_LINEAR|E3_POLYNOMIAL,"M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[6, 4, 1, 5] ## POLY_POWER_2_MEAN_SHIFT=[4, 4, 5, 5] ## POLY_POWER_2_MEAN_SHIFT=[4, 4, 5, 5]","{""digit_sum"": 15, ""even"": 1, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 3, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4063,4064,3254,18.35711063266556,3.3571106326655604,15.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[0, 0, 0, 0], [0, 2, 1, 9], [0, 6, 2, 0], [0, 4, 1, 1]]|B=[3, 0, 7, 8] ## SOLVED_AFFINE|M=[[0, 0, 0, 0], [0, 2, 1, 9], [0, 6, 2, 0], [0, 4, 1, 1]]|B=[3, 0, 7, 8] ## SOLVED_AFFINE|M=[[5, 8, 1, 1], [7, 2, 9, 7], [0, 9, 0, 0], [6, 0, 0, 0]]|B=[9, 6, 1, 4]","{""digit_sum"": 14, ""even"": 2, ""high"": 1, ""high_low_score"": 1.0, ""low"": 3, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4063,4064,3858,18.35711063266556,3.3571106326655604,15.0,1,E1_CROSS_PAIR_LINEAR,"SOLVED_AFFINE|M=[[0, 0, 0, 0], [0, 2, 1, 9], [0, 6, 2, 0], [0, 4, 1, 1]]|B=[3, 0, 7, 8] ## SOLVED_AFFINE|M=[[0, 0, 0, 0], [0, 2, 1, 9], [0, 6, 2, 0], [0, 4, 1, 1]]|B=[3, 0, 7, 8] ## SOLVED_AFFINE|M=[[0, 0, 0, 0], [0, 2, 1, 9], [0, 6, 2, 0], [0, 4, 1, 1]]|B=[3, 0, 7, 8]","{""digit_sum"": 24, ""even"": 2, ""high"": 3, ""high_low_score"": 1.0, ""low"": 1, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4063,4064,4495,15.357110632665561,3.3571106326655604,12.0,1,E1_CROSS_PAIR_LINEAR,"M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[4, 0, 7, 2] ## SOLVED_AFFINE|M=[[0, 0, 0, 0], [8, 2, 5, 4], [1, 1, 0, 9], [0, 0, 1, 0]]|B=[4, 4, 8, 3]","{""digit_sum"": 22, ""even"": 2, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4063,4064,6139,14.476147510220748,4.4761475102207475,10.0,1,E1_CROSS_PAIR_LINEAR,"M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[6, 0, 4, 1] ## M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[7, 9, 0, 0]","{""digit_sum"": 19, ""even"": 1, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 3, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4063,4064,6319,14.476147510220748,4.4761475102207475,10.0,1,E1_CROSS_PAIR_LINEAR,"M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[6, 0, 4, 1] ## M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[7, 9, 0, 0]","{""digit_sum"": 19, ""even"": 1, ""high"": 2, ""high_low_score"": 2.0, ""low"": 2, ""odd"": 3, ""odd_even_score"": 1.0, ""sum_score"": 2.0}"
4063,4064,7098,14.476147510220748,4.4761475102207475,10.0,1,E1_CROSS_PAIR_LINEAR,"M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[6, 7, 9, 4] ## M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[7, 9, 0, 0]","{""digit_sum"": 24, ""even"": 2, ""high"": 3, ""high_low_score"": 1.0, ""low"": 1, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
4063,4064,7232,14.476147510220748,4.4761475102207475,10.0,1,E1_CROSS_PAIR_LINEAR,"M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[4, 0, 7, 2] ## M=[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]|B=[6, 4, 1, 5]","{""digit_sum"": 14, ""even"": 2, ""high"": 1, ""high_low_score"": 1.0, ""low"": 3, ""odd"": 2, ""odd_even_score"": 2.0, ""sum_score"": 2.0}"
